source_file,timestamp_utc,timestamp_ny,reason
03_mnq_12_20.Last.txt,2020-10-18 11:10:00+00:00,2020-10-18 07:10:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 11:11:00+00:00,2020-10-18 07:11:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 11:12:00+00:00,2020-10-18 07:12:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 11:13:00+00:00,2020-10-18 07:13:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 11:14:00+00:00,2020-10-18 07:14:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 11:15:00+00:00,2020-10-18 07:15:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 11:16:00+00:00,2020-10-18 07:16:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 11:17:00+00:00,2020-10-18 07:17:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 11:18:00+00:00,2020-10-18 07:18:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 11:19:00+00:00,2020-10-18 07:19:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 11:20:00+00:00,2020-10-18 07:20:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 11:21:00+00:00,2020-10-18 07:21:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 11:22:00+00:00,2020-10-18 07:22:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 11:23:00+00:00,2020-10-18 07:23:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 11:24:00+00:00,2020-10-18 07:24:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 11:25:00+00:00,2020-10-18 07:25:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 11:26:00+00:00,2020-10-18 07:26:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 11:27:00+00:00,2020-10-18 07:27:00-04:00,NO_SESSION
