variable,minute_of_day,n,point,ci_lo,ci_hi
zero_1m,377,1407,0.04193319118692253,0.0315999210521268,0.05440701895925775
zero_1m,378,1407,0.053304904051172705,0.04277999152010721,0.06443318318318317
zero_1m,379,1407,0.0412224591329069,0.03264612548355899,0.05039216130722115
zero_1m,380,1407,0.04477611940298507,0.03436148999063231,0.054461920617865756
zero_1m,381,1407,0.03837953091684435,0.028797970568433202,0.049060617013102555
zero_1m,382,1408,0.041193181818181816,0.030636089267492804,0.052236963518446713
zero_1m,383,1408,0.04403409090909091,0.03334457061745919,0.053573693668299206
zero_1m,384,1406,0.03911806543385491,0.03022362861936056,0.051209103840682786
zero_1m,385,1408,0.04261363636363636,0.031903018833783194,0.053229240596167494
zero_1m,386,1408,0.045454545454545456,0.035447798704203545,0.057910029954175254
zero_1m,387,1406,0.049786628733997154,0.038105277185501066,0.060477782052515146
zero_1m,388,1405,0.05124555160142349,0.04028418803418803,0.06309205930690075
zero_1m,389,1407,0.052594171997157074,0.040839262025477475,0.06392045454545454
zero_1m,390,1405,0.0498220640569395,0.037776193870277974,0.06074218749999999
zero_1m,391,1405,0.044839857651245554,0.03490971953583246,0.055379051672688556
zero_1m,392,1406,0.051209103840682786,0.04082279087598237,0.06314974600566238
zero_1m,393,1409,0.0411639460610362,0.031238356103619587,0.05217632646811116
zero_1m,394,1410,0.05673758865248227,0.04537318234138054,0.07090417997709599
zero_1m,395,1408,0.056107954545454544,0.04388863660968832,0.06881995932933674
zero_1m,396,1407,0.04619758351101635,0.03629765899502742,0.05629745424897653
zero_1m,397,1406,0.041963015647226175,0.03171167246058222,0.051337820016817436
zero_1m,398,1403,0.045616535994297935,0.03640128897493377,0.055676533523537804
zero_1m,399,1404,0.051994301994301995,0.04031692867652753,0.06387672958280256
zero_1m,400,1403,0.05630791161796151,0.04600789585153416,0.06728582747049668
zero_1m,401,1406,0.03769559032716927,0.02743505338078292,0.047578560041102794
zero_1m,402,1407,0.0412224591329069,0.03020213776962234,0.0510294738111024
zero_1m,403,1406,0.03911806543385491,0.029118298803054585,0.04963234554944347
zero_1m,404,1404,0.04985754985754986,0.03907433871060557,0.061079545454545456
zero_1m,405,1405,0.046263345195729534,0.03629765899502742,0.05730869884362931
zero_1m,406,1405,0.04768683274021352,0.03710244669336453,0.05909898672728323
zero_1m,407,1408,0.04616477272727273,0.03552335219196227,0.05789251470908694
zero_1m,408,1409,0.0525195173882186,0.041061225287646684,0.06422364586321971
zero_1m,409,1408,0.04332386363636364,0.03268148401660528,0.05321130875979645
zero_1m,410,1410,0.03546099290780142,0.026194229924878056,0.04492392698791383
zero_1m,411,1409,0.0468417317246274,0.035814359448285024,0.0574468085106383
zero_1m,412,1410,0.03829787234042553,0.02835823896336284,0.04888681844875096
zero_1m,413,1411,0.050318922749822824,0.04046787040696174,0.060391844046811395
zero_1m,414,1410,0.05390070921985816,0.04312402227098025,0.06630498213127854
zero_1m,415,1409,0.0383250532292406,0.029138002015512882,0.046876688240839806
zero_1m,416,1409,0.050390347764371894,0.03798051968687436,0.06206968878766416
zero_1m,417,1412,0.036827195467422094,0.02796493897083108,0.047501734095330005
zero_1m,418,1414,0.04809052333804809,0.03670707602321694,0.0600929748451877
zero_1m,419,1412,0.04461756373937677,0.03398170368632829,0.05684674393662108
zero_1m,420,1411,0.04535790219702339,0.034028714636985626,0.056396320902008745
zero_1m,421,1413,0.01627742392073602,0.009893648263131398,0.023058667712150212
zero_1m,422,1413,0.03467799009200283,0.025769300642131964,0.04433870230286238
zero_1m,423,1413,0.036093418259023353,0.02612729277667805,0.044619166061021905
zero_1m,424,1413,0.03184713375796178,0.02336161769968634,0.03974740048869754
zero_1m,425,1411,0.042523033309709427,0.032928358611994224,0.05516463730278409
zero_1m,426,1409,0.027679205110007096,0.019182610183659625,0.035864999001941664
zero_1m,427,1409,0.035486160397444996,0.025540522175075124,0.04469749935822901
zero_1m,428,1411,0.03756201275690999,0.029342456538647494,0.0475177304964539
zero_1m,429,1412,0.04178470254957507,0.033355823863636364,0.052760009743598985
zero_1m,430,1411,0.042523033309709427,0.03151225706713781,0.053601845280340656
zero_1m,431,1412,0.031161473087818695,0.023345091041952374,0.0397444996451384
zero_1m,432,1410,0.04184397163120567,0.032588870730380276,0.05353963852296853
zero_1m,433,1411,0.028348688873139617,0.0198722498225692,0.03689590292165236
zero_1m,434,1411,0.04535790219702339,0.03433378809119567,0.05453654939962081
zero_1m,435,1411,0.0517363571934798,0.03971631205673759,0.06344544230807866
zero_1m,436,1413,0.040339702760084924,0.030060984649658815,0.04993920936055469
zero_1m,437,1414,0.03253182461103253,0.023362421284350697,0.042149882030046215
zero_1m,438,1414,0.042432814710042434,0.03079231944064783,0.05224236869490329
zero_1m,439,1414,0.039603960396039604,0.0297029702970297,0.05091937765205092
zero_1m,440,1411,0.041105598866052445,0.03112785800873081,0.05231623692404576
zero_1m,441,1411,0.041814316087880936,0.03258118955707019,0.05209860284012825
zero_1m,442,1411,0.0368532955350815,0.028277076061271247,0.04501423975528716
zero_1m,443,1411,0.041105598866052445,0.02905444841359136,0.05315379163713678
zero_1m,444,1412,0.04178470254957507,0.03263080934427962,0.05186593665196744
zero_1m,445,1412,0.039660056657223795,0.02974400411687966,0.050195308400097956
zero_1m,446,1413,0.040339702760084924,0.03039785676586659,0.051288627309761185
zero_1m,447,1413,0.03750884642604388,0.028944074474998905,0.04746808011917692
zero_1m,448,1414,0.04384724186704385,0.033202092893027585,0.05453654939962081
zero_1m,449,1413,0.04104741684359519,0.030050776284046888,0.05017667844522968
zero_1m,450,1411,0.03827072997873848,0.029083982241640532,0.04915467900968007
zero_1m,451,1410,0.03546099290780142,0.02592463407636105,0.044779392264774745
zero_1m,452,1413,0.03397027600849257,0.024724138739909585,0.04394204689289374
zero_1m,453,1413,0.03467799009200283,0.026523015779601464,0.04449152542372881
zero_1m,454,1412,0.03611898016997167,0.026902182085009895,0.045614084409898385
zero_1m,455,1413,0.048124557678697805,0.037501730416202715,0.058781869688385266
zero_1m,456,1412,0.04461756373937677,0.0342957887466341,0.055364554579926575
zero_1m,457,1412,0.04036827195467422,0.031453323903818955,0.05088339222614841
zero_1m,458,1414,0.04384724186704385,0.03389925830038835,0.05379018464212284
zero_1m,459,1413,0.03821656050955414,0.02905639101520905,0.04946996466431095
zero_1m,460,1412,0.04461756373937677,0.03429200350754964,0.054189912400594856
zero_1m,461,1413,0.03821656050955414,0.028288543140028287,0.04946996466431095
zero_1m,462,1413,0.04175513092710545,0.03114778337468361,0.05182343679530955
zero_1m,463,1411,0.041105598866052445,0.031194062859699122,0.05043173741648612
zero_1m,464,1411,0.05244507441530829,0.04148573758361898,0.06387738757253385
zero_1m,465,1410,0.0425531914893617,0.03363588110403397,0.05235324942867353
zero_1m,466,1411,0.03118355776045358,0.022662098374765453,0.03933207265901059
zero_1m,467,1411,0.031892274982282066,0.023745857123383656,0.04187366926898509
zero_1m,468,1410,0.04964539007092199,0.037642045454545456,0.060353433649248486
zero_1m,469,1412,0.053824362606232294,0.042523033309709427,0.06554460715766394
zero_1m,470,1412,0.037535410764872525,0.027980668000739367,0.04740263916555721
zero_1m,471,1412,0.04178470254957507,0.03257676641372534,0.052281175541689665
zero_1m,472,1413,0.04246284501061571,0.03184602277508204,0.05253910030485838
zero_1m,473,1412,0.04815864022662889,0.037668798862828715,0.05799359306190122
zero_1m,474,1412,0.03328611898016997,0.024119965731842608,0.043524071812530644
zero_1m,475,1412,0.04178470254957507,0.031104783667398373,0.053447991753849594
zero_1m,476,1412,0.029745042492917848,0.021215667739491198,0.038219341719403076
zero_1m,477,1413,0.047416843595187545,0.03576139494963184,0.06054748350504922
zero_1m,478,1412,0.04320113314447592,0.03248587570621469,0.052854609929078
zero_1m,479,1412,0.04178470254957507,0.03190191997217403,0.05159195474632208
zero_1m,480,1412,0.04603399433427762,0.03461494790975216,0.056803231669880924
zero_1m,481,1413,0.029016277423920735,0.021260773913567597,0.03828637532495471
zero_1m,482,1413,0.03326256192498231,0.02402826855123675,0.043189797759566946
zero_1m,483,1413,0.03326256192498231,0.024079320113314446,0.04312554665360529
zero_1m,484,1414,0.04314002828854314,0.033273751526196445,0.053712172064664096
zero_1m,485,1413,0.03467799009200283,0.02513451613842313,0.04362791008830612
zero_1m,486,1411,0.029766123316796598,0.020195510887536284,0.038914068537359806
zero_1m,487,1410,0.032624113475177303,0.024155045748374352,0.04123935922840504
zero_1m,488,1412,0.03541076487252125,0.026580209356613958,0.04532298052650556
zero_1m,489,1412,0.04461756373937677,0.03427054542910121,0.05676079988402809
zero_1m,490,1413,0.03467799009200283,0.025877640698850853,0.043832522828254554
zero_1m,491,1413,0.04175513092710545,0.03220007157442688,0.05168421836108891
zero_1m,492,1412,0.029745042492917848,0.021215667739491198,0.03820511216328492
zero_1m,493,1412,0.04036827195467422,0.029807331963249518,0.0500118832588649
zero_1m,494,1412,0.042492917847025496,0.032528519991377354,0.0531002243435845
zero_1m,495,1411,0.03543586109142452,0.025567286753901585,0.04535953227653547
zero_1m,496,1410,0.036170212765957444,0.026639335567103267,0.045474874435274225
zero_1m,497,1411,0.03897944720056697,0.028347698551423463,0.04845798122629278
zero_1m,498,1412,0.053824362606232294,0.04247425005638674,0.06515580736543909
zero_1m,499,1414,0.036775106082036775,0.027532168403047737,0.04675960131142801
zero_1m,500,1412,0.043909348441926344,0.032507701436003164,0.055304613612237014
zero_1m,501,1413,0.03680113234253362,0.027998806392665124,0.04598596233599702
zero_1m,502,1412,0.026912181303116147,0.019452484775580783,0.034716726144765175
zero_1m,503,1412,0.042492917847025496,0.03363588110403397,0.0524508868297544
zero_1m,504,1412,0.04107648725212465,0.030398900945117227,0.0514211051174461
zero_1m,505,1412,0.03824362606232295,0.028398505548745078,0.049269670709527306
zero_1m,506,1412,0.031161473087818695,0.022630045588790608,0.03933359801558579
zero_1m,507,1412,0.030453257790368272,0.02198581560283688,0.04034416696718355
zero_1m,508,1412,0.04107648725212465,0.031820364312937006,0.05134208938257396
zero_1m,509,1413,0.03043170559094126,0.023304273448858014,0.03960538062763986
zero_1m,510,1413,0.043170559094125975,0.033946251768033946,0.05300543295855009
zero_1m,511,1413,0.021939136588818117,0.01412903515601605,0.029058450364655534
zero_1m,512,1410,0.03404255319148936,0.02511603114346061,0.04358928381414341
zero_1m,513,1410,0.031205673758865248,0.02302652941206038,0.04082854811411991
zero_1m,514,1411,0.025513819985825654,0.01837391820295831,0.033958864494274724
zero_1m,515,1411,0.020552799433026223,0.014159043202636785,0.02806239515452608
zero_1m,516,1412,0.0226628895184136,0.014893096369949383,0.029756109925454192
zero_1m,517,1413,0.03043170559094126,0.020530612643823342,0.04044206991737001
zero_1m,518,1412,0.028328611898016998,0.02047882049941847,0.03576345171456983
zero_1m,519,1412,0.03541076487252125,0.026874115983026876,0.045958600018592574
zero_1m,520,1412,0.037535410764872525,0.027639006087637873,0.0487831291158372
zero_1m,521,1414,0.02616690240452617,0.017698804003295984,0.03497381617960603
zero_1m,522,1413,0.03184713375796178,0.024062278839348902,0.04206375070484226
zero_1m,523,1413,0.024769992922859165,0.017648825899389577,0.034314681663225606
zero_1m,524,1412,0.030453257790368272,0.023345893506548105,0.039606840479505766
zero_1m,525,1412,0.032577903682719546,0.024813459092942483,0.0401978397705009
zero_1m,526,1410,0.03049645390070922,0.021670440276370783,0.039745930045132175
zero_1m,527,1410,0.03475177304964539,0.024485715496329566,0.04467082902320082
zero_1m,528,1412,0.0339943342776204,0.02475077423536755,0.043879847818857155
zero_1m,529,1411,0.03330970942593905,0.023404255319148935,0.04249444386763991
zero_1m,530,1412,0.04320113314447592,0.03321439059765541,0.05233380480905234
zero_1m,531,1413,0.029016277423920735,0.020485714955925084,0.03718506222069851
zero_1m,532,1413,0.03680113234253362,0.02654333991397021,0.048124557678697805
zero_1m,533,1412,0.04036827195467422,0.030094234076150188,0.05130576882651476
zero_1m,534,1412,0.034702549575070823,0.024744380121795355,0.04595512163086113
zero_1m,535,1412,0.03541076487252125,0.02754237288135593,0.044927603099937714
zero_1m,536,1411,0.029766123316796598,0.021585090844889573,0.03902304992026931
zero_1m,537,1412,0.036827195467422094,0.027639006087637873,0.047434473795532776
zero_1m,538,1411,0.028348688873139617,0.019155391631306345,0.03609471352841476
zero_1m,539,1411,0.03330970942593905,0.02272495466479693,0.04326720959956058
zero_1m,540,1411,0.03472714386959603,0.025479704778513565,0.043925686080432375
zero_1m,541,1411,0.029057406094968107,0.020574309529921626,0.03881578554182305
zero_1m,542,1412,0.028328611898016998,0.01980863691464688,0.03684223999036304
zero_1m,543,1413,0.04246284501061571,0.03192565271884391,0.05182911246290083
zero_1m,544,1414,0.03182461103253183,0.02336161769968634,0.039534765498845735
zero_1m,545,1413,0.03326256192498231,0.024061439430061986,0.04321720727268347
zero_1m,546,1413,0.039631988676574664,0.030354939271456837,0.05056455885366425
zero_1m,547,1413,0.03255484784147204,0.023353750035060163,0.041770656028902
zero_1m,548,1414,0.033946251768033946,0.023985470605273663,0.044585987261146494
zero_1m,549,1413,0.029016277423920735,0.021877205363443897,0.038176713431060424
zero_1m,550,1412,0.026203966005665724,0.018095222602057367,0.034357965158388286
zero_1m,551,1412,0.04320113314447592,0.03251975449942773,0.053882564048434035
zero_1m,552,1412,0.0339943342776204,0.025136738807670724,0.043909348441926344
zero_1m,553,1412,0.03328611898016997,0.025450242651726053,0.042432814710042434
zero_1m,554,1413,0.03750884642604388,0.02898499857557689,0.04616477272727273
zero_1m,555,1413,0.03680113234253362,0.026194229924878056,0.04561776230626594
zero_1m,556,1409,0.031227821149751596,0.02200884180027744,0.0403547015872443
zero_1m,557,1409,0.0333569907735983,0.024121604276459842,0.043483108108108105
zero_1m,558,1410,0.04184397163120567,0.0318911608703514,0.05403778105791006
zero_1m,559,1410,0.03687943262411347,0.02689219701006928,0.046875
zero_1m,560,1410,0.05035460992907802,0.039317250316436625,0.06176894225030647
zero_1m,561,1410,0.02695035460992908,0.019141811300269915,0.035776796032357464
zero_1m,562,1410,0.03687943262411347,0.026966733021973815,0.04715768751715256
zero_1m,563,1409,0.042583392476934,0.032633986816248954,0.05306072577230426
zero_1m,564,1410,0.03900709219858156,0.028674052491304152,0.04899094950778025
zero_1m,565,1411,0.04323175053153792,0.03299751243781095,0.05384635075514598
zero_1m,566,1410,0.02553191489361702,0.016978831641125895,0.03474007418912194
zero_1m,567,1410,0.031914893617021274,0.023717453870501115,0.041815818817431134
zero_1m,568,1410,0.029078014184397163,0.02020395353449326,0.03872196664749855
zero_1m,569,1410,0.02269503546099291,0.016282339608872296,0.03183878334874893
zero_1m,570,1410,0.024113475177304965,0.016323633782824698,0.033349727819692455
zero_1m,571,1390,0.007913669064748202,0.0035810664150234682,0.013006256998989796
zero_1m,572,1393,0.007178750897343862,0.003568513627526503,0.011823875442277771
zero_1m,573,1393,0.007178750897343862,0.0035957646535539362,0.012173509854313274
zero_1m,574,1392,0.010775862068965518,0.005740837823056665,0.01641932254424198
zero_1m,575,1392,0.007183908045977011,0.003599712023038157,0.01214059743649879
zero_1m,576,1393,0.008614501076812634,0.003925300762435475,0.012959436485393817
zero_1m,577,1392,0.01221264367816092,0.007144560264843857,0.019424460431654675
zero_1m,578,1391,0.01509705248023005,0.008613900419749078,0.022206303724928367
zero_1m,579,1391,0.012940330697340043,0.007137758743754461,0.018672481529653118
zero_1m,580,1391,0.010783608914450037,0.005726354882742846,0.015867579908675798
zero_1m,581,1391,0.010783608914450037,0.005769618909892945,0.017192601657930587
zero_1m,582,1391,0.012221423436376708,0.006809263362307165,0.017896808011867153
zero_1m,583,1391,0.012221423436376708,0.0068191447594007784,0.01729169813494949
zero_1m,584,1391,0.012221423436376708,0.007152823649984164,0.018703088989204773
zero_1m,585,1391,0.014378145219266714,0.007921530701904534,0.02155499863752343
zero_1m,586,1391,0.010064701653486701,0.0053792839465503116,0.015835128021057666
zero_1m,587,1392,0.009339080459770116,0.00500476789430358,0.015141144878176579
zero_1m,588,1392,0.010775862068965518,0.006101394722983592,0.0158687738506931
zero_1m,589,1392,0.015086206896551725,0.009345463284544778,0.022114603874260525
zero_1m,590,1392,0.01293103448275862,0.007188570642991777,0.018828339774858597
zero_1m,591,1392,0.01293103448275862,0.0071915293071078724,0.018640083123674215
zero_1m,592,1393,0.010050251256281407,0.00504859335969646,0.015435200795400499
zero_1m,593,1394,0.019368723098995694,0.012866333095067906,0.028018262205553802
zero_1m,594,1394,0.010043041606886656,0.0050413214781434195,0.015777130638867688
zero_1m,595,1394,0.021520803443328552,0.014330542966210575,0.028736679185183387
zero_1m,596,1394,0.010760401721664276,0.005738678029162711,0.01579979206355264
zero_1m,597,1394,0.012195121951219513,0.0065051236317129136,0.017570542774982014
zero_1m,598,1393,0.012203876525484566,0.007160631767213,0.01760500667887002
zero_1m,599,1393,0.017946877243359655,0.011143375492432096,0.025053686471009307
zero_1m,600,1392,0.01293103448275862,0.007196209258384506,0.01804571411603643
zero_1m,601,1392,0.00646551724137931,0.002863278453829635,0.011156705078270348
zero_1m,602,1393,0.014357501794687724,0.008611256734584996,0.020804200212532195
zero_1m,603,1393,0.01866475233309404,0.012177650429799427,0.026210384264013224
zero_1m,604,1393,0.00933237616654702,0.004313443565780014,0.014709532374100706
zero_1m,605,1393,0.01507537688442211,0.009315167570598607,0.021813349921953426
zero_1m,606,1393,0.007178750897343862,0.002881742063374656,0.012208479280639652
zero_1m,607,1393,0.016511127063890883,0.010740947650819501,0.02296502286491163
zero_1m,608,1393,0.01722900215362527,0.011476962092019892,0.02438283826006825
zero_1m,609,1393,0.01148600143575018,0.006072973505914106,0.017968596676066227
zero_1m,610,1394,0.010760401721664276,0.005046341539485175,0.01685566089182884
zero_1m,611,1394,0.013629842180774749,0.0075225343004078305,0.020072414317603482
zero_1m,612,1394,0.013629842180774749,0.008648191261582191,0.020022548317823907
zero_1m,613,1394,0.015781922525107604,0.00926521726981998,0.02368180572878741
zero_1m,614,1394,0.020086083213773313,0.013246953600999844,0.028068158863837653
zero_1m,615,1394,0.012195121951219513,0.0071581961345740875,0.018728474121225448
zero_1m,616,1394,0.012195121951219513,0.006472376376397085,0.018032009800351648
zero_1m,617,1394,0.015064562410329985,0.008595390422472768,0.021923016182672825
zero_1m,618,1394,0.013629842180774749,0.007879656160458453,0.020021812023916532
zero_1m,619,1394,0.015781922525107604,0.009649626805976029,0.02286742428497177
zero_1m,620,1394,0.012195121951219513,0.006458442550938748,0.017241379310344827
zero_1m,621,1394,0.010760401721664276,0.005740837823056665,0.01573792468276709
zero_1m,622,1394,0.013629842180774749,0.007917803745947333,0.019377473174871613
zero_1m,623,1394,0.015781922525107604,0.01003206806954843,0.022307387332924786
zero_1m,624,1394,0.014347202295552367,0.00933237616654702,0.020159123421723716
zero_1m,625,1394,0.015781922525107604,0.00966652257704292,0.022303808920467717
zero_1m,626,1394,0.01291248206599713,0.007173347536453388,0.020060344827586205
zero_1m,627,1394,0.012195121951219513,0.007160631767213,0.019015467543767612
zero_1m,628,1394,0.01291248206599713,0.007509176567801771,0.018982682784855775
zero_1m,629,1394,0.01721664275466284,0.010042686551034744,0.023707760327776297
zero_1m,630,1394,0.015064562410329985,0.008950332327216867,0.02226505690433017
zero_1m,631,1394,0.00860832137733142,0.004305332685149518,0.012973689377577067
zero_1m,632,1394,0.01649928263988522,0.01009718671939292,0.02411984323784649
zero_1m,633,1394,0.015781922525107604,0.009313165905631658,0.022255771227733843
zero_1m,634,1394,0.013629842180774749,0.0085927581206556,0.02007998444946797
zero_1m,635,1394,0.02080344332855093,0.014316392269148175,0.02872433383765088
zero_1m,636,1394,0.01649928263988522,0.010779541820570664,0.022997182214069097
zero_1m,637,1394,0.019368723098995694,0.012483258715034631,0.026611611474416128
zero_1m,638,1394,0.015781922525107604,0.010059253956891752,0.02223141135476811
zero_1m,639,1394,0.020086083213773313,0.013624238157632206,0.027837259100642397
zero_1m,640,1394,0.015781922525107604,0.008268238595573246,0.02296417525215749
zero_1m,641,1394,0.011477761836441894,0.005765265044282264,0.017908960060344363
zero_1m,642,1393,0.015793251974156496,0.009361809011341721,0.022274401991289394
zero_1m,643,1392,0.01293103448275862,0.006787242143526784,0.018753290192365712
zero_1m,644,1393,0.01722900215362527,0.0114730426590587,0.023015447761657194
zero_1m,645,1393,0.022254127781765973,0.015764678395004672,0.0308720960194595
zero_1m,646,1393,0.019382627422828428,0.012938577110030932,0.027943482589107026
zero_1m,647,1392,0.01293103448275862,0.007530906023670456,0.01972749098282689
zero_1m,648,1392,0.015804597701149427,0.009314852928036873,0.02193043956554747
zero_1m,649,1392,0.016522988505747127,0.009379175895824819,0.02363896848137536
zero_1m,650,1393,0.01722900215362527,0.010744985673352435,0.023031136764337226
zero_1m,651,1393,0.015793251974156496,0.010384500190663804,0.02251380623515293
zero_1m,652,1394,0.01721664275466284,0.010744985673352435,0.024013939239999678
zero_1m,653,1394,0.021520803443328552,0.01400048064996279,0.028710812375245382
zero_1m,654,1393,0.01866475233309404,0.011485595079074522,0.025918872970787633
zero_1m,655,1393,0.020100502512562814,0.013628892484273623,0.028635990981758553
zero_1m,656,1393,0.015793251974156496,0.00965301724137931,0.022989343348146712
zero_1m,657,1394,0.018651362984218076,0.01219347268965943,0.0255541405658429
zero_1m,658,1394,0.017934002869440458,0.011473442248653987,0.02649528615350536
zero_1m,659,1394,0.019368723098995694,0.013614949522958582,0.02661371782339524
zero_1m,660,1394,0.019368723098995694,0.011501713028786843,0.027211374968464968
zero_1m,661,1394,0.013629842180774749,0.008555998304021442,0.019459812607393896
zero_1m,662,1394,0.012195121951219513,0.006789693950908905,0.019751941713074476
zero_1m,663,1394,0.014347202295552367,0.008617440651533529,0.020065594546214524
zero_1m,664,1394,0.01291248206599713,0.007173347536453388,0.0193162258466589
zero_1m,665,1394,0.014347202295552367,0.008595104594759768,0.019813591580832946
zero_1m,666,1394,0.013629842180774749,0.007170901405408741,0.01937089696674655
zero_1m,667,1394,0.021520803443328552,0.014391945296467909,0.02991989045843518
zero_1m,668,1394,0.01721664275466284,0.01107341708115592,0.025126542942660663
zero_1m,669,1394,0.020086083213773313,0.012893527605237029,0.026884795111430614
zero_1m,670,1394,0.023672883787661407,0.014992390561747341,0.030764119958309
zero_1m,671,1394,0.01721664275466284,0.01108183776022972,0.024712544732343775
zero_1m,672,1394,0.019368723098995694,0.012856690233005221,0.027624550813831732
zero_1m,673,1394,0.019368723098995694,0.012242365630216098,0.026187076071808733
zero_1m,674,1394,0.015781922525107604,0.009991838157074209,0.02229536723269035
zero_1m,675,1394,0.019368723098995694,0.012522696719451089,0.026897255990557128
zero_1m,676,1394,0.019368723098995694,0.012865012732527008,0.026796793206405822
zero_1m,677,1394,0.02080344332855093,0.013614475680105658,0.027987588588566936
zero_1m,678,1394,0.017934002869440458,0.01148600143575018,0.024738941634441194
zero_1m,679,1394,0.021520803443328552,0.015031681567199971,0.028633824005640476
zero_1m,680,1394,0.017934002869440458,0.01107835832940915,0.024399436205417332
zero_1m,681,1393,0.02297200287150036,0.016155454394266654,0.030834939440028047
zero_1m,682,1393,0.024407753050969132,0.016545606429494188,0.03181853599466574
zero_1m,683,1394,0.013629842180774749,0.007859273029530368,0.01944579736214763
zero_1m,684,1394,0.02223816355810617,0.015005092923516797,0.03016800703033378
zero_1m,685,1394,0.018651362984218076,0.011513556237174328,0.026879167596719017
zero_1m,686,1393,0.025843503230437905,0.017914407267050764,0.03508964419216392
zero_1m,687,1393,0.016511127063890883,0.010751939470334596,0.023837549313086053
zero_1m,688,1394,0.017934002869440458,0.012154833632955584,0.024337866857551897
zero_1m,689,1394,0.020086083213773313,0.013245282989780519,0.02781840992306178
zero_1m,690,1394,0.02223816355810617,0.014326647564469915,0.02948633041805233
zero_1m,691,1394,0.019368723098995694,0.012906736726482858,0.0276168157493888
zero_1m,692,1394,0.024390243902439025,0.017136433159987766,0.03274632469395739
zero_1m,693,1394,0.01291248206599713,0.0071863612137137755,0.020152244668795075
zero_1m,694,1394,0.027259684361549498,0.018983709546873593,0.03699504547620569
zero_1m,695,1394,0.021520803443328552,0.014414156567052227,0.029423935545668023
zero_1m,696,1394,0.024390243902439025,0.01717967072297781,0.03265368636808771
zero_1m,697,1394,0.013629842180774749,0.007887716828102855,0.01929366056740587
zero_1m,698,1394,0.027259684361549498,0.01928437609056345,0.03577881993194081
zero_1m,699,1394,0.019368723098995694,0.012925710165885014,0.026514272730073635
zero_1m,700,1394,0.024390243902439025,0.016438627380451175,0.032846002855103494
zero_1m,701,1394,0.014347202295552367,0.0085986162190141,0.021158303082874596
zero_1m,702,1394,0.02582496413199426,0.018596704871060174,0.03522645578720345
zero_1m,703,1394,0.02223816355810617,0.015340584412933983,0.03003382247673586
zero_1m,704,1394,0.02080344332855093,0.01433641106173408,0.030189692197566207
zero_1m,705,1394,0.02223816355810617,0.015053231614820783,0.03002144388849178
zero_1m,706,1394,0.019368723098995694,0.012906736726482858,0.026619676320933865
zero_1m,707,1394,0.023672883787661407,0.01679422708517536,0.03228358734314791
zero_1m,708,1394,0.02080344332855093,0.013600572655690766,0.028169526408046576
zero_1m,709,1394,0.025107604017216643,0.01789549033643522,0.033741357665858604
zero_1m,710,1394,0.03012912482065997,0.0215193039225373,0.03944585774686853
zero_1m,711,1394,0.025107604017216643,0.01608804581245526,0.03278688524590164
zero_1m,712,1394,0.013629842180774749,0.007546846865084247,0.01868521054893114
zero_1m,713,1394,0.014347202295552367,0.008598915488184367,0.020796359718815403
zero_1m,714,1394,0.019368723098995694,0.012921751615218953,0.027348462482713613
zero_1m,715,1393,0.020100502512562814,0.012860628593776964,0.027898007729214497
zero_1m,716,1393,0.015793251974156496,0.010006121014187673,0.02290705920451238
zero_1m,717,1393,0.020100502512562814,0.01324932454600338,0.028018262205553802
zero_1m,718,1393,0.02512562814070352,0.015450958653971567,0.033815452234257505
zero_1m,719,1393,0.020100502512562814,0.013585272011453113,0.02659458841101261
zero_1m,720,1393,0.01722900215362527,0.01075965196126865,0.023337848819364754
zero_1m,721,1393,0.0208183776022972,0.014341802810817482,0.028706278581139538
zero_1m,722,1393,0.022254127781765973,0.015074843541285311,0.02977325109610215
zero_1m,723,1393,0.027279253409906678,0.019395865018839706,0.035128038186638275
zero_1m,724,1394,0.01721664275466284,0.010783226866782437,0.023648736429467118
zero_1m,725,1394,0.02295552367288379,0.015118254099890116,0.029705847112389158
zero_1m,726,1394,0.023672883787661407,0.015058368490014542,0.03166781305096369
zero_1m,727,1394,0.02223816355810617,0.014695671922652651,0.030055314786861673
zero_1m,728,1394,0.02582496413199426,0.018617642594753802,0.034350230414746545
zero_1m,729,1394,0.02295552367288379,0.015020415472779368,0.031188854997894633
zero_1m,730,1394,0.02654232424677188,0.017926629154779217,0.03525308485745295
zero_1m,731,1394,0.020086083213773313,0.01293778054572847,0.02644746247319514
zero_1m,732,1394,0.020086083213773313,0.013576036454610436,0.02720114531138153
zero_1m,733,1394,0.024390243902439025,0.01727683236303926,0.03193640012206499
zero_1m,734,1394,0.027259684361549498,0.019264064250076367,0.03661433331014278
zero_1m,735,1394,0.02582496413199426,0.018617642594753802,0.03353859543548607
zero_1m,736,1394,0.02582496413199426,0.017957337968506147,0.03435934144595562
zero_1m,737,1394,0.023672883787661407,0.015781922525107604,0.030532826621063238
zero_1m,738,1394,0.02582496413199426,0.01863799283154122,0.03384110501567398
zero_1m,739,1394,0.021520803443328552,0.01298209721064804,0.029360722691402462
zero_1m,740,1394,0.02654232424677188,0.018623345915357664,0.03668432088500051
zero_1m,741,1394,0.020086083213773313,0.013000394399526721,0.027540978703038992
zero_1m,742,1394,0.01721664275466284,0.011105696688175588,0.025126542942660663
zero_1m,743,1394,0.023672883787661407,0.016522988505747127,0.03227140357950209
