variable,minute_of_day,n,point,ci_lo,ci_hi
volume,651,1394,2470.5,2339.1625,2554.05
volume,652,1394,2268.0,2183.0,2372.3125
volume,653,1394,2199.0,2103.0,2304.0
volume,654,1393,2002.0,1921.1625,2091.525
volume,655,1393,1957.0,1890.125,2040.3125
volume,656,1394,2136.5,2063.1625,2224.0
volume,657,1394,2025.5,1939.5375,2094.525
volume,658,1394,1961.5,1881.475,2042.05
volume,659,1394,1946.5,1887.0,2020.1
volume,660,1394,1908.0,1823.425,1984.525
volume,661,1394,2753.0,2652.9,2838.525
volume,662,1394,2302.5,2197.0,2416.1499999999996
volume,663,1394,2177.5,2084.0,2272.575
volume,664,1394,2072.5,1999.0,2157.3125
volume,665,1394,1952.5,1871.9,2036.525
volume,666,1394,2121.0,2068.475,2199.525
volume,667,1394,2066.0,1995.475,2140.525
volume,668,1394,1954.5,1841.2125,2022.0
volume,669,1394,1864.0,1782.6125,1957.0
volume,670,1394,1814.5,1758.425,1893.525
volume,671,1394,2062.0,1993.5,2140.05
volume,672,1394,1934.0,1854.95,2013.05
volume,673,1394,1909.0,1845.375,1995.525
volume,674,1394,1771.5,1698.0,1871.6749999999997
volume,675,1394,1799.5,1740.475,1885.725
volume,676,1394,2060.0,1967.0,2156.2625
volume,677,1394,1889.5,1805.95,1964.05
volume,678,1394,1806.5,1722.2125,1907.5124999999998
volume,679,1394,1758.5,1706.6875,1836.0
volume,680,1394,1661.0,1609.95,1716.0
volume,681,1393,1899.0,1816.7125,1963.05
volume,682,1394,1745.0,1696.0,1835.2625
volume,683,1394,1722.5,1661.0,1795.1499999999999
volume,684,1394,1599.0,1529.9,1670.5749999999998
volume,685,1394,1624.0,1569.2375,1679.0
volume,686,1393,1762.0,1706.0,1852.05
volume,687,1394,1659.0,1616.0,1747.05
volume,688,1394,1637.0,1569.0,1692.2875
volume,689,1394,1630.0,1546.95,1703.8374999999999
volume,690,1394,1595.5,1535.0,1644.0
volume,691,1394,2114.0,2039.1875,2221.2999999999997
volume,692,1394,1884.0,1812.475,1938.525
volume,693,1394,1755.5,1702.0,1834.2625
volume,694,1394,1634.0,1567.95,1723.1999999999998
volume,695,1394,1607.5,1552.0,1684.2625
volume,696,1394,1756.5,1697.7375,1819.0
volume,697,1394,1676.5,1599.475,1756.6749999999997
volume,698,1394,1586.0,1522.0,1658.1499999999999
volume,699,1394,1557.0,1493.0,1621.0
volume,700,1394,1476.0,1416.475,1532.05
volume,701,1394,1625.5,1561.95,1686.525
volume,702,1394,1554.5,1493.0,1619.0
volume,703,1394,1569.0,1498.3625,1645.0
volume,704,1394,1473.5,1427.0,1521.2625
volume,705,1394,1456.5,1410.0,1497.0
volume,706,1394,1690.0,1617.35,1755.05
volume,707,1394,1560.0,1498.425,1617.625
volume,708,1394,1455.5,1380.45,1521.05
volume,709,1394,1453.0,1391.425,1515.1
volume,710,1394,1362.5,1326.7125,1408.0
volume,711,1394,1597.5,1534.0,1678.0
volume,712,1394,1506.5,1469.0,1577.05
volume,713,1394,1460.5,1408.0,1506.0
volume,714,1394,1403.0,1350.7125,1459.7875
volume,715,1393,1371.0,1322.475,1437.3125
volume,716,1393,1476.0,1405.0,1544.525
volume,717,1393,1471.0,1422.0,1537.0
volume,718,1393,1407.0,1359.475,1474.5749999999998
volume,719,1393,1368.0,1310.0,1424.0
volume,720,1393,1277.0,1232.95,1334.5749999999998
volume,721,1393,1857.0,1791.475,1909.7625
volume,722,1393,1617.0,1555.425,1684.5749999999998
volume,723,1394,1515.0,1451.2375,1552.0
volume,724,1394,1413.5,1364.9,1489.525
volume,725,1394,1322.0,1271.475,1365.05
volume,726,1394,1474.5,1422.95,1527.525
volume,727,1394,1402.0,1324.5,1465.5749999999998
volume,728,1394,1365.0,1297.7125,1419.0
volume,729,1394,1336.0,1276.1625,1388.05
volume,730,1394,1270.0,1216.475,1326.0
volume,731,1394,1408.0,1372.425,1451.8374999999999
volume,732,1394,1303.0,1242.475,1351.525
volume,733,1394,1284.5,1244.7375,1362.1499999999999
volume,734,1394,1229.5,1156.0,1279.0
volume,735,1394,1210.5,1158.475,1257.2625
volume,736,1394,1438.0,1369.95,1509.0
volume,737,1394,1317.5,1263.45,1379.2875
volume,738,1394,1281.5,1234.2375,1334.1499999999999
volume,739,1394,1257.5,1219.0,1293.1
volume,740,1394,1190.0,1144.0,1234.0
volume,741,1394,1343.0,1304.0,1399.4374999999998
volume,742,1394,1308.5,1260.2375,1342.0
volume,743,1394,1224.0,1177.425,1267.0
volume,744,1394,1127.0,1089.475,1195.0
volume,745,1394,1160.5,1112.475,1200.525
volume,746,1394,1231.0,1190.475,1271.525
volume,747,1394,1189.0,1139.8,1245.7875
volume,748,1394,1126.5,1085.0,1184.2875
volume,749,1394,1151.0,1106.0,1217.5749999999998
volume,750,1394,1103.0,1054.2375,1153.0
volume,751,1394,1454.5,1387.7375,1508.5
volume,752,1394,1306.0,1249.325,1350.525
volume,753,1394,1251.5,1198.5,1325.0
volume,754,1394,1171.5,1127.7375,1227.0
volume,755,1394,1123.5,1072.475,1167.7625
volume,756,1394,1240.0,1193.95,1295.8125
volume,757,1394,1212.0,1146.475,1259.05
volume,758,1394,1128.5,1096.5,1192.0
volume,759,1394,1115.5,1063.475,1156.7625
volume,760,1394,1073.5,1021.475,1128.525
volume,761,1394,1202.5,1159.0,1247.2875
volume,762,1394,1103.5,1044.475,1160.6
volume,763,1394,1102.5,1051.6875,1151.3374999999999
volume,764,1394,1046.5,1011.0,1099.4125
volume,765,1394,1062.0,1013.9,1107.525
volume,766,1394,1219.5,1176.475,1265.5749999999998
volume,767,1394,1126.0,1075.2125,1185.0
volume,768,1394,1074.5,1030.7375,1138.1499999999999
volume,769,1394,1069.0,1006.475,1111.0
volume,770,1394,1016.5,974.425,1060.2625
volume,771,1394,1175.5,1127.0,1236.8374999999999
volume,772,1394,1146.0,1089.0,1190.7625
volume,773,1394,1102.0,1067.7375,1172.0
volume,774,1394,1053.0,1007.0,1092.0
volume,775,1394,1024.5,969.6875,1077.9125
volume,776,1394,1118.0,1071.0,1176.8874999999998
volume,777,1394,1110.5,1056.95,1151.525
volume,778,1393,1042.0,1004.6375,1082.7625
volume,779,1393,1017.0,977.9,1062.7625
volume,780,1393,1018.0,970.0,1067.05
volume,781,1347,1425.0,1377.2125,1491.2499999999998
volume,782,1347,1325.0,1267.0,1409.8625
volume,783,1347,1339.0,1294.0,1404.5
volume,784,1347,1187.0,1121.0,1245.0
volume,785,1347,1120.0,1074.475,1184.6749999999997
volume,786,1347,1251.0,1189.0,1319.2875
volume,787,1347,1275.0,1222.0,1320.05
volume,788,1347,1199.0,1137.2375,1247.3874999999998
volume,789,1347,1134.0,1082.2125,1187.8374999999999
volume,790,1347,1061.0,1008.8,1106.625
volume,791,1347,1276.0,1208.925,1323.0
volume,792,1347,1143.0,1098.0,1190.5749999999998
volume,793,1347,1115.0,1058.0,1165.7875
volume,794,1347,1042.0,1011.0,1088.05
volume,795,1346,1047.0,1002.2375,1104.7875
volume,796,1347,1233.0,1167.95,1300.55
volume,797,1347,1177.0,1123.9,1242.0
volume,798,1347,1091.0,1049.6625,1147.7875
volume,799,1347,1060.0,1015.95,1113.525
volume,800,1347,1042.0,987.0,1110.625
volume,801,1347,1188.0,1137.8,1237.0
volume,802,1346,1146.0,1103.0,1202.525
volume,803,1347,1060.0,1013.95,1117.05
volume,804,1347,1055.0,1004.5,1105.625
volume,805,1347,1027.0,978.2375,1061.0
volume,806,1346,1096.5,1051.0,1149.7625
volume,807,1347,1085.0,1052.0,1140.0
volume,808,1347,1064.0,1016.0,1116.05
volume,809,1347,1045.0,992.0,1086.7875
volume,810,1347,1008.0,956.2375,1067.625
volume,811,1347,1426.0,1362.2125,1484.0
volume,812,1347,1201.0,1149.475,1262.525
volume,813,1347,1111.0,1070.0,1170.1
volume,814,1347,1059.0,1027.0,1126.0
volume,815,1346,1035.5,978.9,1110.6749999999997
volume,816,1347,1141.0,1082.375,1181.0
volume,817,1347,1095.0,1040.95,1173.0
volume,818,1346,1037.5,1002.0,1100.0
volume,819,1347,1027.0,969.425,1085.525
volume,820,1347,987.0,945.0,1030.2625
volume,821,1347,1166.0,1126.6625,1214.0
volume,822,1347,1110.0,1059.475,1162.0
volume,823,1347,1083.0,1044.2375,1125.0
volume,824,1347,1017.0,973.0,1061.0
volume,825,1347,980.0,954.7375,1021.5
volume,826,1347,1154.0,1110.6875,1213.0
volume,827,1347,1084.0,1041.475,1142.725
volume,828,1347,1038.0,990.475,1082.525
volume,829,1347,1020.0,968.0,1065.0
volume,830,1346,987.0,939.0,1043.0
volume,831,1347,1111.0,1070.475,1176.0
volume,832,1347,1041.0,984.7375,1090.0
volume,833,1347,1004.0,956.1875,1070.525
volume,834,1347,971.0,934.475,1018.9374999999998
volume,835,1346,947.5,905.0,985.05
volume,836,1345,1035.0,999.0,1104.1
volume,837,1346,1002.5,946.475,1058.0
volume,838,1347,959.0,914.475,1009.0
volume,839,1347,940.0,881.1875,981.05
volume,840,1346,935.5,899.0,978.05
volume,841,1347,1669.0,1589.9,1714.05
volume,842,1347,1379.0,1334.7375,1447.525
volume,843,1347,1356.0,1286.275,1390.5749999999998
volume,844,1346,1206.0,1145.7125,1271.7875
volume,845,1346,1156.5,1099.0,1219.0
volume,846,1346,1229.0,1165.95,1291.525
volume,847,1346,1232.5,1172.9,1295.625
volume,848,1346,1151.0,1088.475,1206.0
volume,849,1346,1167.0,1097.0,1232.525
volume,850,1346,1067.5,1021.7125,1113.7875
volume,851,1345,1202.0,1154.7375,1257.0
volume,852,1346,1144.5,1076.325,1197.0
volume,853,1347,1109.0,1068.7375,1182.5749999999998
volume,854,1347,1086.0,1034.2375,1147.7875
volume,855,1347,1042.0,996.0,1079.0
volume,856,1347,1261.0,1229.0,1311.2625
volume,857,1347,1167.0,1116.0,1242.625
volume,858,1347,1069.0,1030.0875,1138.05
volume,859,1347,1087.0,1037.475,1136.0
volume,860,1346,1045.5,989.475,1112.525
volume,861,1346,1203.5,1147.0,1273.525
volume,862,1346,1152.0,1099.2375,1194.0
volume,863,1346,1088.5,1042.7125,1145.05
volume,864,1346,1057.0,1015.475,1137.2625
volume,865,1346,1022.0,977.5875,1064.1
volume,866,1346,1144.5,1100.2125,1200.1
volume,867,1346,1112.0,1054.0,1169.0
volume,868,1346,1090.5,1040.0,1121.0
volume,869,1347,1059.0,998.7375,1122.7625
volume,870,1347,1020.0,968.0,1070.05
volume,871,1347,1397.0,1344.5875,1457.6749999999997
volume,872,1347,1212.0,1159.375,1264.2625
volume,873,1347,1168.0,1119.475,1224.3125
volume,874,1347,1116.0,1063.0,1186.2625
volume,875,1347,1074.0,1032.85,1117.3625
volume,876,1347,1219.0,1182.5,1276.0
volume,877,1347,1165.0,1117.375,1210.2625
volume,878,1347,1103.0,1059.2375,1144.0
volume,879,1347,1038.0,993.0,1092.5749999999998
volume,880,1346,1043.0,994.375,1074.0
volume,881,1346,1194.5,1145.0,1246.0
volume,882,1347,1106.0,1066.1875,1145.7625
volume,883,1347,1127.0,1061.2125,1198.1
volume,884,1347,1097.0,1045.0,1149.05
volume,885,1347,1030.0,988.0,1069.1
volume,886,1347,1171.0,1104.2375,1223.0
volume,887,1347,1117.0,1068.475,1162.05
volume,888,1347,1056.0,1010.2375,1116.2625
volume,889,1347,1065.0,1014.95,1116.0
volume,890,1347,996.0,943.1125,1037.0
volume,891,1347,1175.0,1116.475,1237.0
volume,892,1347,1135.0,1075.2375,1191.7875
volume,893,1347,1117.0,1070.95,1153.2875
volume,894,1347,1045.0,1006.0,1108.0
volume,895,1347,1015.0,976.0,1063.0
volume,896,1347,1188.0,1126.475,1241.0
volume,897,1347,1121.0,1067.475,1179.05
volume,898,1347,1055.0,1009.2375,1112.2875
volume,899,1347,1039.0,982.2125,1093.0
volume,900,1347,1076.0,1038.0,1121.3374999999999
volume,901,1347,1635.0,1573.475,1709.2625
volume,902,1347,1391.0,1321.425,1452.5749999999998
volume,903,1346,1345.0,1264.325,1407.6
volume,904,1346,1243.5,1179.95,1330.7875
volume,905,1346,1176.0,1121.0,1219.0
volume,906,1346,1289.0,1231.6875,1350.0
volume,907,1346,1252.5,1206.0,1305.1
volume,908,1346,1166.5,1133.0,1236.625
volume,909,1346,1153.0,1104.475,1209.525
volume,910,1346,1134.0,1081.0,1187.0
volume,911,1346,1323.5,1262.7375,1367.05
volume,912,1346,1266.0,1214.95,1315.9624999999999
volume,913,1346,1215.0,1165.45,1257.2625
volume,914,1346,1152.5,1108.0,1204.525
volume,915,1346,1144.5,1097.375,1211.8374999999999
volume,916,1347,1349.0,1276.0,1418.0
volume,917,1347,1250.0,1180.45,1309.0
volume,918,1347,1157.0,1115.7375,1222.525
volume,919,1347,1157.0,1108.475,1207.9125
volume,920,1347,1057.0,1009.0,1111.0
volume,921,1347,1351.0,1277.0,1416.2875
volume,922,1347,1211.0,1144.475,1262.7625
volume,923,1347,1150.0,1106.475,1227.0
volume,924,1347,1129.0,1084.6625,1191.0
volume,925,1347,1138.0,1088.0,1196.3125
volume,926,1347,1247.0,1196.7125,1295.2875
volume,927,1347,1143.0,1097.7375,1197.525
volume,928,1347,1117.0,1085.6375,1178.0
volume,929,1347,1108.0,1054.425,1174.0
volume,930,1347,1091.0,1034.425,1141.0
volume,931,1346,1558.0,1516.0,1621.1499999999999
volume,932,1346,1368.0,1324.7375,1429.625
volume,933,1346,1351.0,1303.475,1406.2625
volume,934,1346,1244.5,1183.0,1316.625
volume,935,1347,1216.0,1158.0,1267.0
volume,936,1347,1371.0,1321.2125,1439.05
volume,937,1347,1292.0,1251.95,1345.7875
volume,938,1347,1244.0,1189.95,1282.0
volume,939,1347,1193.0,1148.7125,1245.7625
volume,940,1347,1199.0,1147.0,1243.5749999999998
volume,941,1346,1358.5,1304.95,1406.7625
volume,942,1346,1262.5,1215.9,1320.1
volume,943,1346,1278.0,1221.5,1334.3374999999999
volume,944,1346,1254.5,1224.0,1331.0
volume,945,1346,1252.0,1219.0,1296.1499999999999
volume,946,1347,1493.0,1429.95,1543.0
volume,947,1347,1315.0,1252.0,1366.5
volume,948,1347,1228.0,1182.475,1286.5749999999998
volume,949,1347,1236.0,1183.9,1291.05
volume,950,1347,1179.0,1140.0,1226.525
volume,951,1347,3100.0,3019.875,3206.525
volume,952,1347,1832.0,1747.95,1925.525
volume,953,1347,1685.0,1621.0,1754.5
volume,954,1347,1583.0,1543.0,1656.05
volume,955,1347,2536.0,2430.425,2630.8125
volume,956,1347,2576.0,2491.475,2681.05
volume,957,1347,1656.0,1577.7375,1738.525
volume,958,1347,1599.0,1550.425,1656.2625
volume,959,1347,1747.0,1697.0,1794.525
volume,960,1347,4714.0,4592.8,4834.8375
volume,961,1347,2805.0,2727.0,2878.1499999999996
volume,962,1347,1223.0,1179.2375,1279.05
volume,963,1347,770.0,742.1875,805.3625
volume,964,1347,608.0,577.475,634.05
volume,965,1347,558.0,535.1875,579.05
volume,966,1347,607.0,586.0,638.0
volume,967,1347,461.0,439.475,479.0
volume,968,1345,434.0,410.475,451.0
volume,969,1345,379.0,362.0,392.525
volume,970,1345,369.0,353.7375,389.0
volume,971,1345,400.0,382.6625,416.525
volume,972,1345,303.0,292.0,317.0
volume,973,1345,306.0,293.475,325.0
volume,974,1345,346.0,334.475,360.2625
volume,975,1345,416.0,397.0,434.0
volume,976,992,287.5,273.0,304.2625
volume,977,981,222.0,208.0,241.52499999999998
volume,978,981,188.0,181.0,198.0
volume,979,980,182.0,173.0,194.0
volume,980,980,168.0,159.0,183.78749999999997
volume,981,979,173.0,164.0,190.0
volume,982,981,156.0,149.0,168.0
volume,983,981,156.0,145.0,163.0
volume,984,982,150.5,138.0,160.0
volume,985,982,144.0,135.0,150.0
volume,986,982,145.0,135.475,154.0
volume,987,981,140.0,132.2375,149.0
volume,988,983,133.0,124.2375,141.7625
volume,989,983,130.0,123.2375,138.0
volume,990,983,132.0,126.2375,139.0
volume,991,1347,209.0,201.0,223.2625
volume,992,1344,141.0,134.0,147.2625
volume,993,1347,123.0,118.0,127.0
volume,994,1347,121.0,115.0,129.0
volume,995,1347,117.0,111.7375,123.0
volume,996,1347,127.0,120.0,132.0
volume,997,1347,103.0,99.0,109.0
volume,998,1347,101.0,97.0,107.0
volume,999,1347,94.0,89.0,99.0
volume,1000,1345,103.0,97.0,108.26249999999999
volume,1001,1346,111.0,107.0,115.0
volume,1002,1346,95.0,90.0,99.0
volume,1003,1346,95.0,90.0,100.0
volume,1004,1346,95.0,92.0,100.0
volume,1005,1347,122.0,117.2375,128.0
volume,1006,1346,201.5,188.475,222.0
volume,1007,1346,112.0,108.0,117.76249999999999
volume,1008,1346,96.0,91.0,99.76249999999999
volume,1009,1347,88.0,84.0,93.0
volume,1010,1347,117.0,111.5,125.0
volume,1011,1347,126.0,120.475,132.0
volume,1012,1347,90.0,84.0,95.0
volume,1013,1344,79.0,75.0,84.0
volume,1014,1344,75.0,72.0,79.52499999999998
volume,1015,1344,91.0,86.0,95.76249999999999
volume,1016,1345,132.0,126.0,138.2625
volume,1017,1342,72.0,68.0,76.0
volume,1018,1344,80.0,76.2375,82.26249999999999
volume,1019,1344,93.0,90.0,97.0
volume,1020,1344,174.0,168.0,184.0
volume,1021,0,,,
volume,1022,0,,,
volume,1023,0,,,
volume,1024,0,,,
volume,1025,0,,,
volume,1026,0,,,
volume,1027,0,,,
volume,1028,0,,,
volume,1029,0,,,
volume,1030,0,,,
volume,1031,0,,,
volume,1032,0,,,
volume,1033,0,,,
volume,1034,0,,,
volume,1035,0,,,
volume,1036,0,,,
volume,1037,0,,,
volume,1038,0,,,
volume,1039,0,,,
volume,1040,0,,,
volume,1041,0,,,
volume,1042,0,,,
volume,1043,0,,,
volume,1044,0,,,
volume,1045,0,,,
volume,1046,0,,,
volume,1047,0,,,
volume,1048,0,,,
volume,1049,0,,,
volume,1050,0,,,
volume,1051,0,,,
volume,1052,0,,,
volume,1053,0,,,
volume,1054,0,,,
volume,1055,0,,,
volume,1056,0,,,
volume,1057,0,,,
volume,1058,0,,,
volume,1059,0,,,
volume,1060,0,,,
volume,1061,0,,,
volume,1062,0,,,
volume,1063,0,,,
volume,1064,0,,,
volume,1065,0,,,
volume,1066,0,,,
volume,1067,0,,,
volume,1068,0,,,
volume,1069,0,,,
volume,1070,0,,,
volume,1071,0,,,
volume,1072,0,,,
volume,1073,0,,,
volume,1074,0,,,
volume,1075,0,,,
volume,1076,0,,,
volume,1077,0,,,
volume,1078,0,,,
volume,1079,0,,,
volume,1080,0,,,
volume,1081,1395,578.0,542.95,602.525
volume,1082,1395,339.0,323.2375,355.7625
volume,1083,1394,226.5,215.0,238.0
volume,1084,1394,190.0,179.0,199.52499999999998
volume,1085,1395,159.0,151.7375,170.0
volume,1086,1395,202.0,190.475,216.0
volume,1087,1396,152.0,143.0,160.0
volume,1088,1394,139.0,132.0,145.2625
volume,1089,1394,133.5,125.0,139.2625
volume,1090,1396,121.0,114.0,127.0
volume,1091,1393,137.0,132.0,144.0
volume,1092,1395,121.0,114.0,128.0
volume,1093,1394,112.5,108.0,118.0
volume,1094,1393,113.0,105.0,119.0
volume,1095,1395,107.0,102.0,113.0
volume,1096,1393,123.0,117.475,127.0
volume,1097,1392,116.0,110.0,122.52499999999998
volume,1098,1395,109.0,103.0,115.0
volume,1099,1392,107.0,102.0,113.5
volume,1100,1391,100.0,94.0,106.0
volume,1101,1394,120.0,115.0,127.0
volume,1102,1393,113.0,107.0,120.0
volume,1103,1393,113.0,106.7375,119.0
volume,1104,1395,104.0,96.0,110.0
volume,1105,1393,102.0,98.0,109.0
volume,1106,1393,106.0,99.0,111.0
volume,1107,1392,101.0,95.0,106.0
volume,1108,1394,97.0,90.0,103.0
volume,1109,1395,94.0,88.475,100.0
volume,1110,1390,94.5,87.0,99.52499999999998
volume,1111,1396,145.0,136.0,152.0
volume,1112,1392,122.0,115.0,129.0
volume,1113,1394,108.5,102.0,114.76249999999999
volume,1114,1395,108.0,103.0,114.0
volume,1115,1393,103.0,98.0,109.0
volume,1116,1393,109.0,102.0,116.0
volume,1117,1391,99.0,95.0,105.26249999999999
volume,1118,1393,98.0,92.0,104.0
volume,1119,1395,95.0,90.2375,102.0
volume,1120,1397,91.0,87.0,96.76249999999999
volume,1121,1394,101.0,95.0,107.0
volume,1122,1395,95.0,89.0,101.0
volume,1123,1394,91.5,87.0,98.0
volume,1124,1396,93.0,86.0,97.0
volume,1125,1394,94.0,89.0,100.76249999999999
volume,1126,1392,109.0,103.0,116.0
volume,1127,1392,100.0,94.0,106.0
volume,1128,1392,93.5,88.0,102.0
volume,1129,1393,89.0,85.0,94.76249999999999
volume,1130,1394,88.0,83.0,92.0
volume,1131,1392,99.0,90.0,104.52499999999998
volume,1132,1392,90.0,86.0,96.26249999999999
volume,1133,1394,87.0,83.0,91.0
volume,1134,1394,83.0,78.0,88.0
volume,1135,1394,83.0,78.7375,90.0
volume,1136,1389,86.0,82.0,92.0
volume,1137,1396,84.0,78.7375,89.52499999999998
volume,1138,1395,81.0,76.0,85.76249999999999
volume,1139,1391,87.0,82.0,93.0
volume,1140,1396,86.0,80.0,90.0
volume,1141,1394,206.0,194.7125,218.0
volume,1142,1390,139.5,133.0,153.0
volume,1143,1394,134.0,125.0,141.0
volume,1144,1394,127.0,121.2375,133.52499999999998
volume,1145,1394,119.0,109.0,127.0
volume,1146,1396,127.0,118.0,134.52499999999998
volume,1147,1393,123.0,115.7375,129.2625
volume,1148,1391,114.0,107.0,122.76249999999999
volume,1149,1392,114.0,106.475,122.0
volume,1150,1395,114.0,107.0,120.26249999999999
volume,1151,1390,121.0,114.0,125.5
volume,1152,1391,105.0,100.0,111.0
volume,1153,1396,105.0,100.0,109.0
volume,1154,1393,98.0,93.0,104.52499999999998
volume,1155,1389,97.0,92.0,103.76249999999999
volume,1156,1393,125.0,119.0,132.2625
volume,1157,1394,109.0,101.0,116.0
volume,1158,1392,104.0,98.2375,112.0
volume,1159,1395,108.0,102.2375,114.0
volume,1160,1395,102.0,95.0,108.0
volume,1161,1395,113.0,105.0,120.0
volume,1162,1394,106.0,101.0,111.76249999999999
volume,1163,1393,105.0,99.2375,109.76249999999999
volume,1164,1392,100.5,93.2375,106.52499999999998
volume,1165,1394,99.0,94.0,105.0
volume,1166,1395,103.0,99.0,109.0
volume,1167,1390,104.0,96.0,110.0
volume,1168,1392,99.0,93.0,103.26249999999999
volume,1169,1392,97.0,90.0,102.0
volume,1170,1394,97.5,90.0,101.76249999999999
volume,1171,1393,146.0,136.95,152.0
volume,1172,1391,121.0,112.0,127.0
volume,1173,1394,113.0,105.0,120.76249999999999
volume,1174,1392,104.0,97.475,110.0
volume,1175,1394,107.0,99.7375,114.0
volume,1176,1394,106.0,102.0,111.0
volume,1177,1394,103.0,98.0,111.0
volume,1178,1390,103.5,98.0,111.0
volume,1179,1394,99.0,90.7375,104.0
volume,1180,1394,99.0,92.0,106.0
volume,1181,1391,109.0,103.0,116.28749999999997
volume,1182,1391,101.0,96.0,107.52499999999998
volume,1183,1393,107.0,102.0,111.26249999999999
volume,1184,1392,102.0,96.7375,107.0
volume,1185,1393,102.0,95.0,107.52499999999998
volume,1186,1395,144.0,137.7375,152.0
volume,1187,1395,128.0,122.0,135.0
volume,1188,1394,115.0,109.475,122.0
volume,1189,1395,112.0,105.0,122.0
volume,1190,1395,106.0,101.7375,113.26249999999999
volume,1191,1393,126.0,120.0,134.0
volume,1192,1395,124.0,118.0,131.0
volume,1193,1396,114.0,105.0,122.26249999999999
volume,1194,1396,113.0,108.0,121.0
volume,1195,1393,113.0,106.0,121.52499999999998
volume,1196,1396,119.0,111.0,126.0
volume,1197,1394,117.0,111.0,122.0
volume,1198,1395,112.0,106.0,118.0
volume,1199,1394,113.5,110.0,118.26249999999999
volume,1200,1393,131.0,126.0,140.0
volume,1201,1395,334.0,318.0,354.0
