variable,raw_adjusted,lag,rho,beta,n_pairs,estimable,bartlett_se
r,raw,37,0.0024023504730924126,0.0024210690070770448,1834453,True,0.0007229215630647079
r,raw,38,0.0011491524113775796,0.0011583259120307124,1832825,True,0.0007229257328925452
r,raw,39,-0.0016747887535108815,-0.0016886894759075577,1831204,True,0.0007229266870040198
r,raw,40,0.005811787260958368,0.0058636423164105216,1829590,True,0.0007229287135806485
r,raw,41,-0.0029644344589757595,-0.0029914849335430584,1827982,True,0.0007229531172109274
r,raw,42,0.0016201151957091382,0.0016357359481044941,1826378,True,0.0007229594662717599
r,raw,43,-0.00249981825055892,-0.002524662653526369,1824776,True,0.0007229613626069169
r,raw,44,0.0007982776750384995,0.0008065603225239473,1823177,True,0.0007229658774041373
r,raw,45,0.0027513222187975175,0.0027810421779475222,1821581,True,0.0007229663377962272
r,raw,46,0.0013786998803248223,0.0013940647972129586,1819986,True,0.0007229718067092411
r,raw,47,-0.0016179381259954129,-0.0016364363116063883,1818395,True,0.0007229731799779539
r,raw,48,-0.0017283043697057456,-0.001748196168785465,1816806,True,0.0007229750711841737
r,raw,49,-0.0008130809361661488,-0.000822574858383723,1815218,True,0.0007229772291984287
r,raw,50,0.0012705614126729727,0.0012857405057865182,1813633,True,0.000722977706816355
r,raw,51,0.0008585194884727638,0.0008688491866600237,1812049,True,0.0007229788730992088
r,raw,52,0.0007004045004365214,0.0007090669891713486,1810465,True,0.0007229794055903339
r,raw,53,0.000720482867019568,0.00072961288425857,1808882,True,0.0007229797600033367
r,raw,54,0.0019704160673236163,0.0019958141966269767,1807300,True,0.0007229801350271865
r,raw,55,0.003811015154321768,0.003863703858101931,1805720,True,0.0007229829399860563
r,raw,56,-0.0004945159812938155,-0.0005014700493627835,1804141,True,0.000722993432703416
r,raw,57,-0.0014752295903952173,-0.0014966050544072105,1802562,True,0.0007229936093739335
r,raw,58,-0.0004229557886113584,-0.00042933121000247464,1800987,True,0.0007229951816258152
r,raw,59,0.000511398505506015,0.0005199648858773741,1799414,True,0.0007229953108644401
r,raw,60,0.00040814854244029683,0.00041539461309418114,1797843,True,0.0007229954998032588
r,raw,61,9.123487940766659e-05,9.294162655232333e-05,1796273,True,0.0007229956201512079
r,raw,62,-0.0012312034084706982,-0.0012546823015134002,1794704,True,0.0007229956261646615
r,raw,63,0.0005637819254743002,0.000574712042478174,1793138,True,0.0007229967212839879
r,raw,64,-0.0019684555281893807,-0.002007836792094183,1791576,True,0.0007229969509113963
r,raw,65,0.0020602430681214675,0.0021038125224341216,1790014,True,0.0007229997502261469
r,raw,66,-0.002131626515830679,-0.0021788902693802067,1788452,True,0.0007230028166746732
r,raw,67,-0.003561143411503834,-0.00364212887170584,1786892,True,0.0007230060992830748
r,raw,68,-0.000937797582852298,-0.0009594417212479007,1785333,True,0.0007230152608980998
r,raw,69,-0.000300107648310578,-0.0003072339859137711,1783774,True,0.0007230158962413014
r,raw,70,0.0007807943020159298,0.0008009913092612535,1782215,True,0.0007230159613057996
r,raw,71,-0.0031275583396309765,-0.0032095797460549172,1780658,True,0.0007230164017217888
r,raw,72,-0.0024888841066601415,-0.0025556769611814385,1779102,True,0.0007230234681246184
r,raw,73,-0.00012323301895998326,-0.0001266200368283506,1777548,True,0.0007230279431286911
r,raw,74,5.854991132424607e-05,6.020427494583892e-05,1775996,True,0.0007230279540994562
r,raw,75,0.001796530814104594,0.001848691603118924,1774447,True,0.0007230279565759385
r,raw,76,-0.001973188049351187,-0.0020313480901777803,1772900,True,0.0007230302881615952
r,raw,77,-0.003604429827592734,-0.0037120122745072826,1771357,True,0.0007230331008229215
r,raw,78,-0.0016193968417827264,-0.001668679982047116,1769815,True,0.0007230424861621638
r,raw,79,-0.0021177774622638604,-0.0021832543149183214,1768274,True,0.000723044380598494
r,raw,80,0.0024221779324792255,0.002498340189450593,1766734,True,0.0007230476205054638
r,raw,81,-0.00217560267170306,-0.0022450681752145436,1765195,True,0.0007230518587082849
r,raw,82,-0.003425962332116735,-0.0035373686409224904,1763658,True,0.0007230552779241287
r,raw,83,0.0007992937606336025,0.0008256858122304327,1762125,True,0.0007230637566177929
r,raw,84,0.0023611581261646503,0.0024403214419888223,1760592,True,0.0007230642181201653
r,raw,85,-7.640894006043358e-05,-7.901278557126691e-05,1759059,True,0.0007230682453822138
r,raw,86,-0.00010047733442505643,-0.00010394188497466226,1757527,True,0.0007230682495996341
r,raw,87,0.0013458911010718426,0.0013932560871453294,1755995,True,0.0007230682568924415
r,raw,88,-0.0011446059957484838,-0.0011856604269978946,1754465,True,0.0007230695654052499
r,raw,89,-0.0006510636280399502,-0.0006747207128770079,1752936,True,0.0007230705117938292
r,raw,90,0.0015419935085818307,0.00159900768708922,1751407,True,0.0007230708179929571
r,raw,91,0.001964732488455762,0.002038377599283293,1749878,True,0.0007230725355911111
r,raw,92,0.0016298566706970338,0.0016917331864901393,1748351,True,0.0007230753240354115
r,raw,93,-0.00286671566641102,-0.0029768214026858917,1746824,True,0.0007230772429362625
r,raw,94,0.0027407081023834243,0.002847253608565005,1745298,True,0.0007230831793011483
r,raw,95,-0.0001654712241794761,-0.00017198485102968043,1743772,True,0.0007230886052226087
r,raw,96,-0.0011440163175692238,-0.0011893733409469634,1742246,True,0.0007230886250010134
r,raw,97,-0.0010404498598894636,-0.0010820763472584461,1740721,True,0.000723089570389804
r,raw,98,0.00019788196574238015,0.00020587565300131912,1739197,True,0.0007230903523556843
r,raw,99,0.0005966206424883774,0.0006210191965438918,1737674,True,0.0007230903806407817
r,raw,100,0.0014789615832569865,0.0015404038873420814,1736152,True,0.0007230906377642477
r,raw,101,-0.001860985086872002,-0.0019389144614207654,1734630,True,0.0007230922177690149
r,raw,102,0.0001974862965213793,0.0002058483991885456,1733110,True,0.0007230947194341215
r,raw,103,-0.0011151164885925154,-0.0011628978158499158,1731590,True,0.0007230947476060488
r,raw,104,-0.0011225063852405345,-0.0011712897321223038,1730070,True,0.0007230956458262586
r,raw,105,-0.0004719612738901308,-0.0004926557050083178,1728551,True,0.0007230965559898202
r,raw,106,-0.0001302875524149314,-0.0001360437241111662,1727034,True,0.0007230967168891414
r,raw,107,0.0036368033213432195,0.0037973625369271537,1725519,True,0.0007230967291507453
r,raw,108,0.0029068693105591,0.003036140064750893,1724004,True,0.0007231062829956764
r,raw,109,0.001098929876212216,0.0011483219990797544,1722489,True,0.000723112386578887
r,raw,110,0.000864437082011338,0.0009038470507052342,1720976,True,0.0007231132588906368
r,raw,111,-0.00043697981581328665,-0.0004570963347887891,1719464,True,0.000723113798647427
r,raw,112,0.0003348610402932264,0.0003504535745076655,1717952,True,0.0007231139365758873
r,raw,113,-0.0023110020773379194,-0.002419652463311139,1716440,True,0.0007231140175712795
r,raw,114,-0.0006830301843735241,-0.0007154954468070225,1714928,True,0.0007231178752899849
r,raw,115,-0.0012079982968089967,-0.0012658901913421225,1713416,True,0.0007231182122733155
r,raw,116,0.0011271072563971173,0.0011817696118069593,1711904,True,0.0007231192663224396
r,raw,117,-0.0017249559810193923,-0.001809347382619967,1710393,True,0.0007231201839323752
r,raw,118,-0.0012658505835999449,-0.0013285480562337572,1708883,True,0.0007231223331615557
r,raw,119,0.0012746346539361274,0.0013385726608512206,1707373,True,0.0007231234905805204
r,raw,120,0.002306352908750422,0.0024235987344349477,1705866,True,0.000723124664116597
r,raw,121,-0.00139366965332376,-0.0014649335938828438,1704359,True,0.000723128506272823
r,raw,122,0.001687254838411635,0.0017739762724262383,1702852,True,0.0007231299092209308
r,raw,123,-0.0025048213312911486,-0.0026344220915317075,1701347,True,0.0007231319655009066
r,raw,124,-0.001599876170019697,-0.0016829690471027736,1699842,True,0.000723136497318382
r,raw,125,-0.002366972263964256,-0.002490771375488852,1698337,True,0.0007231383461175068
r,raw,126,0.004129313340730037,0.004347138781405814,1696833,True,0.0007231423928225915
r,raw,127,-0.0017715395869483093,-0.001865685239311833,1695329,True,0.0007231547087177262
r,raw,128,-0.004628348884476125,-0.004876354252494126,1693825,True,0.0007231569754887273
r,raw,129,0.003258295724506481,0.0034356926313577276,1692321,True,0.0007231724477138409
r,raw,130,0.001047491083525904,0.0011051881094033284,1690818,True,0.0007231801155821787
r,raw,131,-4.200132619899443e-05,-4.433575453960005e-05,1689315,True,0.0007231809080685084
r,raw,132,-0.00047657018462552553,-0.0005033342022403352,1687814,True,0.0007231809093426476
r,raw,133,0.0006090987883253924,0.000643721814086857,1686315,True,0.0007231810733806826
r,raw,134,-0.0018698366137216587,-0.001977473097171876,1684816,True,0.0007231813413383345
r,raw,135,0.003081439074857099,0.003261715783817477,1683318,True,0.0007231838665464269
r,raw,136,0.001383882514194442,0.001465376086368747,1681823,True,0.0007231907244947265
r,raw,137,-0.001108154370540749,-0.001173942591265313,1680328,True,0.0007231921076884361
r,raw,138,0.0007660830498381807,0.00081213553308254,1678833,True,0.0007231929946083517
r,raw,139,0.0013828611660159748,0.0014668684246827981,1677339,True,0.0007231934184808045
r,raw,140,0.0002693578417325332,0.00028590247035651674,1675847,True,0.0007231947996284449
r,raw,141,0.0007094652538024384,0.0007533397106702245,1674355,True,0.0007231948520297085
r,raw,142,-0.0019405226034098842,-0.0020623276237672974,1672863,True,0.0007231952155633864
r,raw,143,-0.0004074510631620173,-0.0004332554278864639,1671372,True,0.0007231979352500692
r,raw,144,-0.0001924867710432493,-0.00020487208082101667,1669881,True,0.0007231980551534756
r,raw,145,-6.817060119993766e-05,-7.260954335357262e-05,1668391,True,0.0007231980819132434
r,raw,146,0.001386453464867519,0.0014776233800836782,1666902,True,0.0007231980852696518
r,raw,147,0.004164485936718123,0.004441238684059234,1665413,True,0.0007231994735933418
r,raw,148,-0.0019837091344030934,-0.0021169454830146793,1663924,True,0.0007232119991997692
r,raw,149,-0.0004325617971596885,-0.00046195563973954406,1662435,True,0.0007232148412211041
r,raw,150,0.0003190679468358474,0.0003410072127156965,1660946,True,0.000723214976355771
r,raw,151,0.0036601369461664555,0.003912574311623531,1659457,True,0.000723215049881061
r,raw,152,-0.0017238532202879322,-0.0018434050533821026,1657968,True,0.0007232247251296899
r,raw,153,-0.00316994918739058,-0.0033911257542721513,1656479,True,0.0007232268713014872
r,raw,154,-0.0007472234330498183,-0.0007996895913823758,1654990,True,0.0007232341284446866
r,raw,155,0.0020412816470282823,0.0021857871827187995,1653501,True,0.0007232345316811129
r,raw,156,0.0004876335316841632,0.0005223344789096417,1652012,True,0.0007232375409682475
r,raw,157,-0.0014891127424306002,-0.0015958350545038553,1650524,True,0.0007232377126973639
r,raw,158,-2.8317013020128285e-06,-3.0362322065853125e-06,1649037,True,0.0007232393141401926
r,raw,159,-0.001521022021186701,-0.001631725240076159,1647551,True,0.0007232393141459836
r,raw,160,-0.004457844379992267,-0.004784331469908461,1646065,True,0.0007232409849530379
r,raw,161,0.0005384524177298758,0.0005781018858316201,1644579,True,0.0007232553365521029
r,raw,162,0.001123736954047543,0.0012071622866760769,1643093,True,0.000723255545934794
r,raw,163,-2.629673127845574e-05,-2.8262266688450706e-05,1641607,True,0.0007232564578933525
r,raw,164,-0.0017149518408549396,-0.0018440762926068342,1640121,True,0.000723256458392753
r,raw,165,0.0008844214083477068,0.000951509140397052,1638635,True,0.0007232585823644408
r,raw,166,-0.0021074820998128597,-0.0022683737444522613,1637149,True,0.0007232591472527046
r,raw,167,0.00034795744414737955,0.0003747054395701676,1635663,True,0.000723262354782617
r,raw,168,0.0013992026800288583,0.0015074906031101525,1634177,True,0.0007232624422194062
r,raw,169,0.0006192084233983987,0.0006675408556253805,1632691,True,0.000723263856067474
r,raw,170,0.0008270027529972991,0.0008919411717310039,1631206,True,0.0007232641329622037
r,raw,171,0.0008503912671404228,0.0009175944113491431,1629722,True,0.0007232646268799807
r,raw,172,-0.00289652352115914,-0.0031275551402801848,1628238,True,0.0007232651491294715
r,raw,173,-0.0009531847054526578,-0.0010300196514491822,1626754,True,0.0007232712080127361
r,raw,174,0.0014832639556226254,0.0016040579915468185,1625270,True,0.0007232718641437709
r,raw,175,0.0019205917430369637,0.0020786669841711142,1623786,True,0.0007232734529563236
r,raw,176,0.00022214869498543213,0.00024056945792071748,1622303,True,0.0007232761167747215
r,raw,177,-0.0017753278041942604,-0.001923773189817906,1620820,True,0.0007232761524133696
r,raw,178,0.0010151661812618318,0.0011008815449791323,1619337,True,0.0007232784285068999
r,raw,179,-0.002966905452497367,-0.0032213854004837458,1617854,True,0.0007232791727355263
r,raw,180,0.002446099455585348,0.0026604361838032504,1616371,True,0.0007232855295182804
r,raw,181,0.0011099686255014775,0.001207679199337773,1614888,True,0.0007232898504258109
r,raw,182,0.001302243920406027,0.0014172680794154505,1613405,True,0.0007232907401319603
r,raw,183,0.004321838409546994,0.004705963497631825,1611923,True,0.000723291964774182
r,raw,184,0.0004200523896795469,0.000457597663348405,1610441,True,0.0007233054530731623
r,raw,185,-0.0006077486158260237,-0.0006624216881864585,1608959,True,0.0007233055804888685
r,raw,186,0.0019553931190829476,0.0021320860807782266,1607478,True,0.0007233058472139675
r,raw,187,0.0008979984450664321,0.0009794407618483529,1605997,True,0.0007233086083206327
r,raw,188,-0.0005273455763344306,-0.0005755711704709277,1604517,True,0.0007233091906452966
r,raw,189,-0.00013546421793135852,-0.00014793445280001443,1603037,True,0.0007233093914641093
r,raw,190,-0.001828237187277342,-0.0019978748687894247,1601557,True,0.0007233094047155441
r,raw,191,-0.000745423717942753,-0.000814851132075701,1600078,True,0.000723311818386499
r,raw,192,-0.0014700374433148401,-0.0016081670638398982,1598599,True,0.0007233122196397429
r,raw,193,-0.0013382343780851548,-0.001464390993052785,1597122,True,0.0007233137801561782
r,raw,194,0.0012473014442052506,0.0013662580150817607,1595645,True,0.000723315073384066
r,raw,195,-0.00019440026938970055,-0.00021298009279185857,1594169,True,0.0007233161968316679
r,raw,196,-0.0013889409694684313,-0.0015220037427497088,1592693,True,0.0007233162241216563
r,raw,197,0.002849312378024731,0.003123092338002586,1591217,True,0.0007233176172039624
r,raw,198,-0.004954698293626167,-0.0054332030345581326,1589742,True,0.0007233234797619388
r,raw,199,0.002792003208963089,0.003063280947367319,1588267,True,0.0007233412067261387
r,raw,200,-0.003958871007865838,-0.0043452084889940715,1586792,True,0.0007233468356419615
r,raw,201,-0.002612106002849315,-0.0028682598031001378,1585319,True,0.0007233581526218329
r,raw,202,-0.003138170133813768,-0.0034478561276323097,1583846,True,0.0007233630794175924
r,raw,203,0.0014937154485258413,0.0016419768253883318,1582373,True,0.0007233701904444772
r,raw,204,-0.00025190807958756306,-0.00027710574903462966,1580900,True,0.0007233718015073072
r,raw,205,-0.001414534280027338,-0.0015568285196386074,1579428,True,0.0007233718473278711
r,raw,206,0.0007870082470829297,0.0008664390368619702,1577956,True,0.0007233732921112644
r,raw,207,0.0014303275014969665,0.0015753536718558889,1576484,True,0.0007233737393442077
r,raw,208,-0.003283614215647477,-0.0036188493442915245,1575012,True,0.0007233752165657089
r,raw,209,0.002742802535430126,0.003025063161017952,1573540,True,0.0007233830018793965
r,raw,210,0.0008298337056583855,0.0009159962382594927,1572068,True,0.0007233884338445905
r,raw,211,-0.0021328118663477332,-0.00235518738650887,1570596,True,0.0007233889310642086
r,raw,212,-0.002766179864942074,-0.0030576086869782866,1569124,True,0.0007233922155703308
r,raw,213,0.003821310436138502,0.004225464224297483,1567652,True,0.0007233977404543569
r,raw,214,0.0013394275708903372,0.0014819085906093783,1566180,True,0.0007234082838900139
r,raw,215,-0.0019750489743760873,-0.002186719873639195,1564709,True,0.0007234095792558119
r,raw,216,-0.0012435803483920361,-0.0013772715898338192,1563238,True,0.0007234123957474194
r,raw,217,0.0023824431056418127,0.002639903711319401,1561768,True,0.000723413512351585
r,raw,218,-0.0018750905124415834,-0.002078617539091158,1560298,True,0.000723417610569559
r,raw,219,-0.001868188993507837,-0.0020724591231732004,1558828,True,0.0007234201491589336
r,raw,220,-0.0012981011950896184,-0.0014408819807362168,1557358,True,0.0007234226690866596
r,raw,221,0.004308074232684615,0.0047899668793459005,1555888,True,0.0007234238857276509
r,raw,222,-0.0007964770199476497,-0.0008860769939104804,1554418,True,0.0007234372858052657
r,raw,223,-0.0016086048789456806,-0.001790321450615797,1552948,True,0.0007234377438240589
r,raw,224,0.00019415620738049498,0.00021620943120544516,1551479,True,0.0007234396120735087
r,raw,225,-0.0003483281075489823,-0.00038812048766836467,1550010,True,0.0007234396392903731
r,raw,226,-0.0017609812168003379,-0.0019628075742959667,1548542,True,0.0007234397268920738
r,raw,227,0.00011648705444666774,0.00012987050567462826,1547074,True,0.0007234419658413022
r,raw,228,0.0009229745164607004,0.001029501992902149,1545606,True,0.0007234419756382199
r,raw,229,1.4804827812539851e-06,1.6522232778661995e-06,1544139,True,0.0007234425906923738
r,raw,230,0.0013617690470056508,0.0015205818949198676,1542672,True,0.0007234425906939562
r,raw,231,-0.0009968730505127313,-0.0011135145620912975,1541205,True,0.0007234439295696765
r,raw,232,0.001534445497008579,0.0017147537507000235,1539738,True,0.0007234446470540434
r,raw,233,-0.0002894306523282816,-0.00032360281558118,1538271,True,0.000723446346999317
r,raw,234,-0.0012788141456513231,-0.0014306429768905918,1536804,True,0.0007234464074805344
r,raw,235,0.001572963983639799,0.0017607899400701585,1535337,True,0.0007234475881979481
r,raw,236,-0.0015945851035568716,-0.0017859113531608578,1533870,True,0.0007234493745529567
r,raw,237,-0.0009458519622722027,-0.0010600764650388048,1532404,True,0.0007234512103494365
r,raw,238,-0.0012289156013478653,-0.0013787189061480291,1530939,True,0.0007234518562634709
r,raw,239,0.0018096456779901735,0.0020317273089902306,1529475,True,0.0007234529466286576
r,raw,240,0.0019374695461887963,0.0021775732359786255,1528012,True,0.0007234553109904049
r,raw,241,0.00188774627528151,0.002122427324046768,1526550,True,0.0007234580211512781
r,raw,242,-0.00024107816081803175,-0.0002711765892609681,1525089,True,0.0007234605939804996
r,raw,243,0.00022337360982681328,0.0002514104121817916,1523628,True,0.0007234606359408079
r,raw,244,-0.004032306955890913,-0.004540870364639442,1522168,True,0.0007234606719643681
r,raw,245,0.0016714999129892332,0.00188334946185193,1520708,True,0.0007234724108411265
r,raw,246,0.0006876915293029061,0.0007752334704275827,1519250,True,0.0007234744279435957
r,raw,247,0.0007875851119343217,0.0008882547971825284,1517792,True,0.0007234747693737594
r,raw,248,-0.0004562665625126623,-0.0005148851543558279,1516334,True,0.0007234752171997502
r,raw,249,-0.00022564810331864848,-0.0002547895841785866,1514876,True,0.0007234753674971285
r,raw,250,-0.00016683457512496548,-0.00018849109355787596,1513418,True,0.0007234754042572924
r,raw,251,0.00020137984278146694,0.00022763071496788165,1511960,True,0.000723475424352207
r,raw,252,-0.0037190977050037726,-0.004205946538464865,1510502,True,0.0007234754536305186
r,raw,253,-0.0012110584810910952,-0.001370487244399638,1509045,True,0.0007234854395072777
r,raw,254,0.002040778066581112,0.0023110245539985108,1507590,True,0.0007234864983658132
r,raw,255,-0.0017460691932844367,-0.0019788813461354307,1506135,True,0.0007234895051208478
r,raw,256,-0.001867655923784382,-0.0021179070278927225,1504680,True,0.0007234917061603028
r,raw,257,0.0016410013389754662,0.0018620012135722806,1503225,True,0.0007234942244010719
r,raw,258,0.0006190563898250365,0.0007028506395150119,1501770,True,0.0007234961685075293
r,raw,259,0.0011696188704775456,0.0013288151269886161,1500315,True,0.0007234964451774381
r,raw,260,0.0009375177885347391,0.0010658422107444952,1498860,True,0.0007234974327973993
r,raw,261,0.004075484842681004,0.004635279073906973,1497405,True,0.000723498067338376
r,raw,262,-0.00023367570386428787,-0.0002658964979474264,1495950,True,0.0007235100583386893
r,raw,263,0.0010757377397071224,0.0012247206321483253,1494495,True,0.0007235100977590286
r,raw,264,0.0025365034021264865,0.002889531032483896,1493040,True,0.0007235109331807956
r,raw,265,0.003303789226605598,0.0037657924219930044,1491585,True,0.0007235155779295835
r,raw,266,-0.0004383700296685696,-0.0004998457514720081,1490130,True,0.00072352345767594
r,raw,267,0.0017613853944408822,0.002009480155075497,1488675,True,0.0007235235964048187
r,raw,268,-0.0034425985435253084,-0.003929662100009501,1487221,True,0.0007235258361222706
r,raw,269,-0.0002170802143793004,-0.00024796301453023,1485767,True,0.000723534391791261
r,raw,270,-0.0006130638707394713,-0.0007007756319596269,1484313,True,0.000723534425810071
r,raw,271,0.0027178825696473788,0.0031080226832237564,1482860,True,0.0007235346971351816
r,raw,272,0.0018802624763651823,0.002151459305557329,1481408,True,0.0007235400297257216
r,raw,273,0.0016086959069895074,0.0018421109212710515,1479956,True,0.000723542581906614
r,raw,274,0.00037507585391009427,0.0004297500040095739,1478504,True,0.0007235444500967803
r,raw,275,0.00010906434452505884,0.0001250517939279068,1477052,True,0.000723544551653997
r,raw,276,-0.0020130358119171197,-0.0023094401555548818,1475600,True,0.0007235445602409312
r,raw,277,0.0012641350902069602,0.0014511724345947525,1474148,True,0.0007235474855695872
r,raw,278,-0.0020703855472883285,-0.0023782581506503085,1472696,True,0.0007235486391753389
r,raw,279,0.0001736331868985969,0.00019959850625104957,1471244,True,0.0007235517335409002
r,raw,280,-0.002493420875682784,-0.0028686157879358595,1469792,True,0.0007235517553046489
r,raw,281,0.002694780960196288,0.003102381465417606,1468341,True,0.0007235562433584875
r,raw,282,-0.0009677953650124841,-0.0011149813897469555,1466890,True,0.0007235614855260158
r,raw,283,-5.379110188469298e-06,-6.201587588162067e-06,1465439,True,0.0007235621616545352
r,raw,284,-7.319535964600163e-05,-8.44578973593824e-05,1463989,True,0.0007235621616754225
r,raw,285,0.003546064383116561,0.004094979880613492,1462539,True,0.0007235621655429115
r,raw,286,0.002533264974803347,0.00292718031239688,1461089,True,0.0007235712427550026
r,raw,287,2.3917232822850807e-05,2.765496091134349e-05,1459639,True,0.0007235758752650803
r,raw,288,0.0014557241565810758,0.0016844795028357524,1458189,True,0.0007235758756780094
r,raw,289,-0.0020571556962184615,-0.0023822976528124905,1456739,True,0.0007235774053963149
r,raw,290,-0.0006953419252451574,-0.0008058997214596502,1455289,True,0.0007235804602206069
r,raw,291,0.0005096094149956871,0.000590981102157956,1453839,True,0.0007235808092385223
r,raw,292,-0.0013234214769482068,-0.0015362128496728118,1452389,True,0.0007235809967058607
r,raw,293,-0.0004712047658920068,-0.0005473351977025433,1450939,True,0.0007235822609957028
r,raw,294,0.0009342112766861497,0.0010859339325389448,1449489,True,0.0007235824212719677
r,raw,295,-0.002044308571094555,-0.002378046362015435,1448039,True,0.0007235830512709356
r,raw,296,-0.002895765386243114,-0.003370598861329875,1446589,True,0.0007235860680355964
r,raw,297,0.000979624019317526,0.0011412618486561822,1445140,True,0.0007235921210618331
r,raw,298,-0.001236631854949481,-0.0014418737067246022,1443692,True,0.0007235928137896651
r,raw,299,0.0003802793734117265,0.00044382299883283395,1442244,True,0.0007235939176753631
r,raw,300,0.000992942204415671,0.0011601142885346084,1440798,True,0.0007235940220628457
r,raw,301,-0.0008384946654494801,-0.0009801618531794616,1439352,True,0.000723594733752383
r,raw,302,-5.0563262661726764e-05,-5.915490563396382e-05,1437906,True,0.0007235952412603708
r,raw,303,-0.0011047660076454696,-0.0012934332924262523,1436460,True,0.0007235952431058634
r,raw,304,0.00028397617823697197,0.00033275167808871625,1435014,True,0.0007235961241191591
r,raw,305,0.002812699477241032,0.0032984688824698174,1433568,True,0.000723596182330204
r,raw,306,-0.001150494570193812,-0.001350161423114133,1432122,True,0.0007236018929928909
r,raw,307,-0.0006979495029514032,-0.0008197535613852394,1430676,True,0.0007236028484407458
r,raw,308,-0.002701059284658031,-0.003174341012083712,1429230,True,0.000723603200070369
r,raw,309,0.000836534213488666,0.000984124767115098,1427784,True,0.0007236084663509951
r,raw,310,-0.000627086941828454,-0.0007383854029029686,1426338,True,0.0007236089714790021
r,raw,311,-0.0003129722991943993,-0.0003688314290058295,1424892,True,0.0007236092553292716
r,raw,312,0.0018619016541251386,0.0021959374944393066,1423447,True,0.0007236093260335168
r,raw,313,0.0012042915737205092,0.0014215982991870443,1422002,True,0.0007236118283739485
r,raw,314,-0.0014996248107555373,-0.0017718834123858756,1420557,True,0.0007236128752497178
r,raw,315,-0.0010805643518462264,-0.0012782815218234551,1419112,True,0.0007236144985403609
r,raw,316,-0.0010956301902009691,-0.001297265893741135,1417667,True,0.0007236153413540543
r,raw,317,-0.0008006533353116998,-0.000948812555402349,1416223,True,0.000723616207832532
r,raw,318,-0.0022917561972357805,-0.0027182493121246857,1414779,True,0.000723616670552705
r,raw,319,0.000511427637632317,0.000607263892527998,1413336,True,0.0007236204616501865
r,raw,320,0.000632067804769323,0.0007512630793591462,1411895,True,0.0007236206504472851
