family,param,input_series,scope,scope_value,n,kurt_r,kurt_z,fraction_removed,kurt_r_trimmed,kurt_z_trimmed,fraction_removed_trimmed
rolling_std,390.0,clock_adjusted,YEAR,2025,163544,101.82068109428391,32.341621777329784,0.6823668685992967,13.54833185715254,3.0816201553967373,0.7725461563912117
ewma,20.0,clock_adjusted,GLOBAL,GLOBAL,1914470,78.2859491360807,17.67342561205551,0.7742452405943927,11.360958808154596,1.4193758606149594,0.8750654865858533
ewma,20.0,clock_adjusted,YEAR,2019,7346,4.73255464732754,5.179410465431303,-0.0944216921734018,2.8056619572683843,2.1140834892884905,0.24649386794024908
ewma,20.0,clock_adjusted,YEAR,2020,342648,50.914702940245604,8.378733734123584,0.835435871167568,14.849109298017279,1.8147113439094502,0.8777898857440722
ewma,20.0,clock_adjusted,YEAR,2021,349039,13.82394129771906,6.290685941092965,0.5449426610245427,5.896603184505439,1.4422569114038915,0.7554088572224559
ewma,20.0,clock_adjusted,YEAR,2022,349996,31.241867340249343,23.095485306846655,0.26075208452433274,4.057234806026708,1.4155058472985225,0.6511156206202564
ewma,20.0,clock_adjusted,YEAR,2023,349636,61.467843753864344,32.35462465731959,0.4736333230285872,3.8862600253229784,1.123876487830393,0.7108076967297138
ewma,20.0,clock_adjusted,YEAR,2024,352261,62.445221162957935,15.990307645934507,0.74393064275958,6.611321062905594,1.2432690371006254,0.8119484706201481
ewma,20.0,clock_adjusted,YEAR,2025,163544,101.82068109428391,21.32689705542599,0.7905445453102232,13.54833185715254,1.6897115758048766,0.8752826847156958
ewma,60.0,clock_adjusted,GLOBAL,GLOBAL,1914350,78.28118815236593,25.429270361957133,0.6751547726580007,11.36012968958756,1.6461618260132944,0.8550930428618144
ewma,60.0,clock_adjusted,YEAR,2019,7226,4.710010573080368,5.755201090185144,-0.22190831652872856,2.7868222319613576,2.127563508243708,0.23656289093605565
ewma,60.0,clock_adjusted,YEAR,2020,342648,50.914702940245604,9.371622811875309,0.8159348425763377,14.849109298017279,2.12752240463508,0.8567239043139674
ewma,60.0,clock_adjusted,YEAR,2021,349039,13.82394129771906,6.684009475437122,0.516490316944562,5.896603184505439,1.680016560900607,0.715087397212822
ewma,60.0,clock_adjusted,YEAR,2022,349996,31.241867340249343,31.613267257939604,-0.011887891131647566,4.057234806026708,1.5835561264551403,0.6096957158844023
ewma,60.0,clock_adjusted,YEAR,2023,349636,61.467843753864344,51.98365742659323,0.15429508744846543,3.8862600253229784,1.2813833640344328,0.670278531110913
ewma,60.0,clock_adjusted,YEAR,2024,352261,62.445221162957935,26.510608474489178,0.5754581698845022,6.611321062905594,1.4520632990091302,0.7803671482305888
ewma,60.0,clock_adjusted,YEAR,2025,163544,101.82068109428391,24.98761338446109,0.7545919638730068,13.54833185715254,2.0587074003935086,0.8480471675701787
ewma,240.0,clock_adjusted,GLOBAL,GLOBAL,1913810,78.2609057377458,36.65961343073404,0.5315718226724682,11.362454364862101,2.2193524619306038,0.8046766666193305
ewma,240.0,clock_adjusted,YEAR,2019,6686,3.9926902834677245,4.13535863516235,-0.03573238632742526,2.590232815685421,2.135542308000459,0.1755404012070022
ewma,240.0,clock_adjusted,YEAR,2020,342648,50.914702940245604,10.966478763963341,0.784610767996942,14.849109298017279,3.0074143289514357,0.7974683687355578
ewma,240.0,clock_adjusted,YEAR,2021,349039,13.82394129771906,8.537955600896993,0.38237906129522203,5.896603184505439,2.227934965256095,0.6221663734961069
ewma,240.0,clock_adjusted,YEAR,2022,349996,31.241867340249343,46.551160763223415,-0.49002491612436017,4.057234806026708,2.025144786868509,0.50085590711676
ewma,240.0,clock_adjusted,YEAR,2023,349636,61.467843753864344,67.3347598243726,-0.09544691520335635,3.8862600253229784,1.6843768346098802,0.5665815401865975
ewma,240.0,clock_adjusted,YEAR,2024,352261,62.445221162957935,49.647981707303174,0.20493544929977758,6.611321062905594,1.9523373457249873,0.7046978467466896
ewma,240.0,clock_adjusted,YEAR,2025,163544,101.82068109428391,33.47836965047858,0.671202654601394,13.54833185715254,2.94123467492574,0.7829079841018967
